tensorrt,resnet50,5.350245012901723,1000,gpu
pytorch,resnet50,9.009509308962151,1000,gpu
pytorch,resnet50,49.0897183760535,1000,cpu
openvino,resnet50,14.465067725162953,1000,cpu
ngraph,resnet50,18.000199944945052,1000,cpu
tensorrt,mobilenet,1.8025427400134504,1000,gpu
pytorch,mobilenet,3.7679100800305605,1000,gpu
pytorch,mobilenet,21.529282496776432,1000,cpu
openvino,mobilenet,2.5690594539046288,1000,cpu
ngraph,mobilenet,12.488516940968111,1000,cpu
tensorrt,squeezenet,1.3696700639557093,1000,gpu
pytorch,squeezenet,2.7027522001881152,1000,gpu
pytorch,squeezenet,24.68391767097637,1000,cpu
openvino,squeezenet,2.6094250208698213,1000,cpu
ngraph,squeezenet,3.9584239879623055,1000,cpu
tensorrt,fully_connected,0.04690847406163812,1000,gpu
pytorch,fully_connected,0.08859910606406629,1000,gpu
pytorch,fully_connected,0.054645635886117816,1000,cpu
ngraph,fully_connected,0.06713187415152788,1000,cpu
tensorrt,ssd,17.126110029872507,1000,gpu
pytorch,ssd,25.302809735992923,1000,gpu
pytorch,ssd,119.86485894303769,1000,cpu
tensorflow,resnet50,17.567051785998046,1000,gpu
tensorflow,squeezenet,6.041138409171253,1000,gpu
tensorflow,ssd,30.053161529125646,1000,gpu
