tensorrt,resnet50,5.006802596966736,1000,gpu
pytorch,resnet50,8.602801600995008,1000,gpu
pytorch,resnet50,74.86915446002968,1000,cpu
openvino,resnet50,11.904631634999532,1000,cpu
ngraph,resnet50,11.935417600965593,1000,cpu
tensorrt,mobilenet,1.7594261839985847,1000,gpu
pytorch,mobilenet,3.8200904090190306,1000,gpu
pytorch,mobilenet,28.166241903963964,1000,cpu
openvino,mobilenet,2.190214503032621,1000,cpu
ngraph,mobilenet,9.239612164034043,1000,cpu
tensorrt,ssd,16.958311202004552,1000,gpu
pytorch,ssd,25.20228941401001,1000,gpu
pytorch,ssd,144.87027359200874,1000,cpu
tensorrt,fully_connected,0.044732287991791964,1000,gpu
pytorch,fully_connected,0.1065823319950141,1000,gpu
pytorch,fully_connected,0.05543012003181502,1000,cpu
openvino,fully_connected,0.09306332899723202,1000,cpu
ngraph,fully_connected,0.11213021603180096,1000,cpu
tensorrt,vgg16,12.649834772048052,1000,gpu
pytorch,vgg16,16.57323462702334,1000,gpu
pytorch,vgg16,103.39208244398469,1000,cpu
openvino,vgg16,39.774815881974064,1000,cpu
ngraph,vgg16,40.14594863599632,1000,cpu
tensorrt,squeezenet,1.3659030649578199,1000,gpu
pytorch,squeezenet,2.735092988004908,1000,gpu
pytorch,squeezenet,38.31822628196096,1000,cpu
openvino,squeezenet,2.4370453680166975,1000,cpu
ngraph,squeezenet,3.029048722994048,1000,cpu
tensorrt,resnet50,5.05353830504464,1000,gpu
pytorch,resnet50,8.584102269029245,1000,gpu
pytorch,resnet50,74.68635761196492,1000,cpu
openvino,resnet50,11.899253181996755,1000,cpu
ngraph,resnet50,12.086393705045339,1000,cpu
tensorrt,mobilenet,1.7625020209816284,1000,gpu
pytorch,mobilenet,3.667523291951511,1000,gpu
pytorch,mobilenet,28.765484058996662,1000,cpu
openvino,mobilenet,2.188758462027181,1000,cpu
ngraph,mobilenet,9.81747612496838,1000,cpu
tensorrt,ssd,16.920804688998032,1000,gpu
pytorch,ssd,25.23937276302604,1000,gpu
pytorch,ssd,140.92304507398512,1000,cpu
tensorrt,fully_connected,0.0421560020186007,1000,gpu
pytorch,fully_connected,0.10636913398047909,1000,gpu
pytorch,fully_connected,0.05521764501463622,1000,cpu
openvino,fully_connected,0.09775754396105185,1000,cpu
ngraph,fully_connected,0.10999171400908381,1000,cpu
tensorrt,vgg16,12.615517243975773,1000,gpu
pytorch,vgg16,16.60027411801275,1000,gpu
pytorch,vgg16,103.22410745098023,1000,cpu
openvino,vgg16,39.68844886904117,1000,cpu
ngraph,vgg16,40.112914383993484,1000,cpu
tensorrt,squeezenet,1.3495907400501892,1000,gpu
pytorch,squeezenet,2.750779017980676,1000,gpu
pytorch,squeezenet,38.18260980199557,1000,cpu
openvino,squeezenet,2.4321426109527238,1000,cpu
ngraph,squeezenet,3.026517440972384,1000,cpu
tensorrt,resnet50,5.043344701000024,1000,gpu
pytorch,resnet50,8.589817893051077,1000,gpu
pytorch,resnet50,75.26847639895277,1000,cpu
openvino,resnet50,11.916721025016159,1000,cpu
ngraph,resnet50,11.916253016970586,1000,cpu
tensorrt,mobilenet,1.768287002982106,1000,gpu
pytorch,mobilenet,3.68824988900451,1000,gpu
pytorch,mobilenet,27.333127668011002,1000,cpu
openvino,mobilenet,2.199777356989216,1000,cpu
ngraph,mobilenet,9.513990120962262,1000,cpu
tensorrt,ssd,16.905524056986906,1000,gpu
pytorch,ssd,25.25385463098064,1000,gpu
